call_index,filename,symbol,cluster_confidence,top_context,context_confidence,alt_context,alt_confidence,valence,arousal,caller_age_sex,body_part,comm_mode,directed_at,context_probabilities,interpretation,confidence,confidence_note,alternative
271,session_14_call_0012.wav,47,1.0,Lone & Object Play,0.32,Protest & Distress,0.21,positive,low,subadult_male,ears,acoustic,,"{'Advertisement & Attraction': 0.085, 'Affiliative': 0.0, 'Aggressive': 0.055, 'Attentive': 0.0, 'Avoidance': 0.02, 'Birth': 0.2, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.05, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.32, 'Maintenance': 0.0, 'Protest & Distress': 0.21}",The elephant is vocalizing during solitary play or interaction with objects.,32.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (21.0%)
272,session_14_call_0013.wav,47,1.0,Protest & Distress,0.29,Aggressive,0.25,negative,high,calf,mouth,visual,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.0, 'Aggressive': 0.25, 'Attentive': 0.0, 'Avoidance': 0.035, 'Birth': 0.23, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.175, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.29}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,29.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Aggressive (25.0%)
273,session_14_call_0014.wav,47,1.0,Foraging & Comfort Technique,0.405,Birth,0.095,neutral,low,subadult_male,body,acoustic,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.035, 'Aggressive': 0.035, 'Attentive': 0.025, 'Avoidance': 0.01, 'Birth': 0.095, 'Calf Nourishment & Weaning': 0.03, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.05, 'Conflict & Confrontation': 0.005, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.405, 'Lone & Object Play': 0.085, 'Maintenance': 0.015, 'Protest & Distress': 0.075}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,40.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (9.5%)
274,session_14_call_0015.wav,47,1.0,Maintenance,0.47,Attentive,0.085,neutral,low,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.0, 'Aggressive': 0.01, 'Attentive': 0.085, 'Avoidance': 0.015, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.02, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.01, 'Courtship': 0.04, 'Foraging & Comfort Technique': 0.08, 'Lone & Object Play': 0.03, 'Maintenance': 0.47, 'Protest & Distress': 0.075}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",47.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Attentive (8.5%)
275,session_14_call_0016.wav,47,1.0,Calf Nourishment & Weaning,0.355,Protest & Distress,0.16,positive,medium,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.02, 'Affiliative': 0.035, 'Aggressive': 0.08, 'Attentive': 0.0, 'Avoidance': 0.045, 'Birth': 0.135, 'Calf Nourishment & Weaning': 0.355, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.055, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.045, 'Maintenance': 0.0, 'Protest & Distress': 0.16}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,35.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (16.0%)
276,session_14_call_0017.wav,47,1.0,Advertisement & Attraction,0.215,Birth,0.2,neutral,high,calf,feet,chemical,,"{'Advertisement & Attraction': 0.215, 'Affiliative': 0.0, 'Aggressive': 0.105, 'Attentive': 0.0, 'Avoidance': 0.02, 'Birth': 0.2, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.025, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.065, 'Courtship': 0.1, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.055, 'Maintenance': 0.0, 'Protest & Distress': 0.17}",The elephant is producing an advertisement call to attract attention.,21.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (20.0%)
277,session_14_call_0018.wav,47,1.0,Foraging & Comfort Technique,0.33,Protest & Distress,0.135,neutral,low,calf,feet,seismic,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.02, 'Aggressive': 0.02, 'Attentive': 0.08, 'Avoidance': 0.005, 'Birth': 0.1, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.015, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.33, 'Lone & Object Play': 0.07, 'Maintenance': 0.06, 'Protest & Distress': 0.135}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,33.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (13.5%)
278,session_14_call_0019.wav,30,1.0,Maintenance,0.27,Foraging & Comfort Technique,0.195,neutral,low,subadult_male,body,acoustic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.01, 'Aggressive': 0.02, 'Attentive': 0.08, 'Avoidance': 0.01, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.07, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.01, 'Courtship': 0.04, 'Foraging & Comfort Technique': 0.195, 'Lone & Object Play': 0.045, 'Maintenance': 0.27, 'Protest & Distress': 0.085}","The call is associated with routine maintenance behavior (resting, dust bathing, drinking).",27.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Foraging & Comfort Technique (19.5%)
279,session_14_call_0020.wav,47,1.0,Advertisement & Attraction,0.505,Protest & Distress,0.145,neutral,high,subadult_male,ears,seismic,,"{'Advertisement & Attraction': 0.505, 'Affiliative': 0.0, 'Aggressive': 0.035, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.145, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.015, 'Courtship': 0.06, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.045, 'Maintenance': 0.01, 'Protest & Distress': 0.145}",The elephant is producing an advertisement call to attract attention— possibly a musth rumble signaling dominance and reproductive state.,50.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (14.5%)
280,session_15_call_0001.wav,30,1.0,Calf Nourishment & Weaning,0.355,Protest & Distress,0.215,positive,medium,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.065, 'Aggressive': 0.03, 'Attentive': 0.005, 'Avoidance': 0.025, 'Birth': 0.135, 'Calf Nourishment & Weaning': 0.355, 'Calf Reassurance & Protection': 0.03, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.045, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.05, 'Maintenance': 0.0, 'Protest & Distress': 0.215}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,35.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (21.5%)
281,session_15_call_0002.wav,5,1.0,Courtship,0.295,Protest & Distress,0.15,positive,medium,adult_female,ears,chemical,,"{'Advertisement & Attraction': 0.105, 'Affiliative': 0.01, 'Aggressive': 0.045, 'Attentive': 0.0, 'Avoidance': 0.045, 'Birth': 0.15, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.02, 'Conflict & Confrontation': 0.03, 'Courtship': 0.295, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.105, 'Maintenance': 0.0, 'Protest & Distress': 0.15}",The call is associated with courtship or mating behavior— the female may be signaling receptivity.,29.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (15.0%)
282,session_15_call_0003.wav,47,1.0,Foraging & Comfort Technique,0.26,Protest & Distress,0.11,neutral,low,calf,body,visual,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.035, 'Aggressive': 0.0, 'Attentive': 0.07, 'Avoidance': 0.02, 'Birth': 0.085, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.09, 'Coalition Building': 0.08, 'Conflict & Confrontation': 0.005, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.26, 'Lone & Object Play': 0.03, 'Maintenance': 0.095, 'Protest & Distress': 0.11}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,26.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (11.0%)
283,session_15_call_0004.wav,47,1.0,Protest & Distress,0.385,Birth,0.3,neutral,high,calf,body,visual,,"{'Advertisement & Attraction': 0.005, 'Affiliative': 0.005, 'Aggressive': 0.05, 'Attentive': 0.005, 'Avoidance': 0.035, 'Birth': 0.3, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.135, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.04, 'Maintenance': 0.0, 'Protest & Distress': 0.385}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,38.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (30.0%)
284,session_15_call_0005.wav,47,1.0,Calf Nourishment & Weaning,0.405,Protest & Distress,0.185,positive,medium,calf,feet,seismic,,"{'Advertisement & Attraction': 0.0, 'Affiliative': 0.025, 'Aggressive': 0.01, 'Attentive': 0.0, 'Avoidance': 0.08, 'Birth': 0.165, 'Calf Nourishment & Weaning': 0.405, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.085, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.025, 'Maintenance': 0.0, 'Protest & Distress': 0.185}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,40.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (18.5%)
285,session_15_call_0006.wav,47,1.0,Foraging & Comfort Technique,0.275,Protest & Distress,0.17,neutral,low,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.045, 'Aggressive': 0.015, 'Attentive': 0.015, 'Avoidance': 0.005, 'Birth': 0.08, 'Calf Nourishment & Weaning': 0.09, 'Calf Reassurance & Protection': 0.07, 'Coalition Building': 0.06, 'Conflict & Confrontation': 0.025, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.275, 'Lone & Object Play': 0.07, 'Maintenance': 0.03, 'Protest & Distress': 0.17}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,27.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (17.0%)
286,session_15_call_0007.wav,47,1.0,Calf Nourishment & Weaning,0.37,Protest & Distress,0.19,positive,high,calf,mouth,visual,,"{'Advertisement & Attraction': 0.02, 'Affiliative': 0.035, 'Aggressive': 0.055, 'Attentive': 0.0, 'Avoidance': 0.035, 'Birth': 0.14, 'Calf Nourishment & Weaning': 0.37, 'Calf Reassurance & Protection': 0.025, 'Coalition Building': 0.015, 'Conflict & Confrontation': 0.09, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.025, 'Maintenance': 0.0, 'Protest & Distress': 0.19}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,37.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (19.0%)
287,session_15_call_0008.wav,28,1.0,Calf Nourishment & Weaning,0.4,Protest & Distress,0.21,positive,high,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.0, 'Affiliative': 0.015, 'Aggressive': 0.015, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.175, 'Calf Nourishment & Weaning': 0.4, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.105, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.02, 'Maintenance': 0.0, 'Protest & Distress': 0.21}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,40.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (21.0%)
288,session_15_call_0009.wav,47,1.0,Protest & Distress,0.475,Birth,0.32,negative,high,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.0, 'Affiliative': 0.005, 'Aggressive': 0.045, 'Attentive': 0.0, 'Avoidance': 0.025, 'Birth': 0.32, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.125, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.475}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,47.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (32.0%)
289,session_15_call_0010.wav,47,1.0,Calf Nourishment & Weaning,0.255,Protest & Distress,0.245,positive,medium,calf,feet,visual,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.085, 'Aggressive': 0.04, 'Attentive': 0.01, 'Avoidance': 0.04, 'Birth': 0.085, 'Calf Nourishment & Weaning': 0.255, 'Calf Reassurance & Protection': 0.02, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.065, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.055, 'Maintenance': 0.0, 'Protest & Distress': 0.245}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,25.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (24.5%)
290,session_15_call_0011.wav,28,1.0,Protest & Distress,0.315,Aggressive,0.23,negative,high,calf,body,acoustic,,"{'Advertisement & Attraction': 0.03, 'Affiliative': 0.005, 'Aggressive': 0.23, 'Attentive': 0.0, 'Avoidance': 0.045, 'Birth': 0.22, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.13, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.315}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,31.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Aggressive (23.0%)
291,session_15_call_0012.wav,47,1.0,Protest & Distress,0.24,Affiliative,0.215,positive,low,calf,ears,visual,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.215, 'Aggressive': 0.045, 'Attentive': 0.005, 'Avoidance': 0.02, 'Birth': 0.11, 'Calf Nourishment & Weaning': 0.155, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.035, 'Conflict & Confrontation': 0.035, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.08, 'Maintenance': 0.005, 'Protest & Distress': 0.24}","The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable at a low level, possibly mild discomfort.",24.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Affiliative (21.5%)
292,session_15_call_0013.wav,47,1.0,Foraging & Comfort Technique,0.18,Protest & Distress,0.105,neutral,low,calf,body,acoustic,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.05, 'Aggressive': 0.02, 'Attentive': 0.06, 'Avoidance': 0.03, 'Birth': 0.09, 'Calf Nourishment & Weaning': 0.035, 'Calf Reassurance & Protection': 0.065, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.01, 'Courtship': 0.095, 'Foraging & Comfort Technique': 0.18, 'Lone & Object Play': 0.07, 'Maintenance': 0.085, 'Protest & Distress': 0.105}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,18.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (10.5%)
293,session_15_call_0014.wav,28,1.0,Calf Nourishment & Weaning,0.335,Birth,0.265,positive,high,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.015, 'Aggressive': 0.025, 'Attentive': 0.01, 'Avoidance': 0.02, 'Birth': 0.265, 'Calf Nourishment & Weaning': 0.335, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.05, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.03, 'Maintenance': 0.01, 'Protest & Distress': 0.145}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (26.5%)
294,session_15_call_0015.wav,47,1.0,Calf Nourishment & Weaning,0.34,Protest & Distress,0.2,positive,medium,calf,trunk,visual,,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.06, 'Aggressive': 0.025, 'Attentive': 0.005, 'Avoidance': 0.005, 'Birth': 0.155, 'Calf Nourishment & Weaning': 0.34, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.035, 'Conflict & Confrontation': 0.025, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.045, 'Maintenance': 0.0, 'Protest & Distress': 0.2}",The call is associated with nursing or feeding of a calf— the calf may be requesting to nurse.,34.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (20.0%)
